tconst	imdb_id	primaryTitle	startYear	averageRating	numVotes
tt0067992	67992	Willy Wonka & the Chocolate Factory	1971	7.8	226690
tt1365519	1365519	Tomb Raider	2018	6.3	226627
tt0129167	129167	The Iron Giant	1999	8.1	226560
tt1139797	1139797	Let the Right One In	2008	7.8	226485
tt0064115	64115	Butch Cassidy and the Sundance Kid	1969	8.0	226418
tt11866324	11866324	Prey	2022	7.1	226164
tt0089927	89927	Rocky IV	1985	6.9	225970
tt0499448	499448	The Chronicles of Narnia: Prince Caspian	2008	6.5	225024
tt1272878	1272878	2 Guns	2013	6.7	225019
tt0120917	120917	The Emperor's New Groove	2000	7.4	224811
tt0959337	959337	Revolutionary Road	2008	7.3	224666
tt1667889	1667889	Ice Age: Continental Drift	2012	6.5	224406
tt0892791	892791	Shrek Forever After	2010	6.3	224028
tt0097428	97428	Ghostbusters II	1989	6.6	223794
tt0758752	758752	Love & Other Drugs	2010	6.7	223617
tt1605630	1605630	American Reunion	2012	6.7	223579
tt1132620	1132620	The Girl with the Dragon Tattoo	2009	7.8	223136
tt0094898	94898	Coming to America	1988	7.1	223111
tt2906216	2906216	Dungeons & Dragons: Honor Among Thieves	2023	7.2	223109
tt0333766	333766	Garden State	2004	7.4	223042
tt1077258	1077258	Planet Terror	2007	7.0	222901
tt1321870	1321870	Gangster Squad	2013	6.7	222561
tt0295178	295178	Austin Powers in Goldmember	2002	6.2	222559
tt0356150	356150	EuroTrip	2004	6.6	222463
tt1305806	1305806	The Secret in Their Eyes	2009	8.2	221959
tt0207201	207201	What Women Want	2000	6.4	221932
tt0079501	79501	Mad Max	1979	6.8	221644
tt0281358	281358	A Walk to Remember	2002	7.3	221107
tt0339291	339291	A Series of Unfortunate Events	2004	6.8	220771
tt0195685	195685	Erin Brockovich	2000	7.4	220529
tt4555426	4555426	Darkest Hour	2017	7.4	220193
tt0097958	97958	National Lampoon's Christmas Vacation	1989	7.5	219894
tt1291150	1291150	Teenage Mutant Ninja Turtles	2014	5.8	219749
tt0181865	181865	Traffic	2000	7.6	219494
tt0146316	146316	Lara Croft: Tomb Raider	2001	5.8	218692
tt0452608	452608	Death Race	2008	6.4	218633
tt7846844	7846844	Enola Holmes	2020	6.6	218607
tt0488120	488120	Fracture	2007	7.2	218545
tt0103772	103772	Basic Instinct	1992	7.1	218537
tt0431308	431308	P.S. I Love You	2007	7.0	218208
tt1398426	1398426	Straight Outta Compton	2015	7.8	218091
tt5606664	5606664	Doctor Sleep	2019	7.3	217851
tt1127180	1127180	Drag Me to Hell	2009	6.6	217125
tt1216475	1216475	Cars 2	2011	6.2	216999
tt0461770	461770	Enchanted	2007	7.1	216984
tt2709768	2709768	The Secret Life of Pets	2016	6.5	216896
tt0328828	328828	American Wedding	2003	6.3	216854
tt15097216	15097216	Jai Bhim	2021	8.7	216785
tt1899353	1899353	The Raid: Redemption	2011	7.6	216704
tt0838221	838221	The Darjeeling Limited	2007	7.2	216592
tt1428538	1428538	Hansel & Gretel: Witch Hunters	2013	6.1	216480
tt1155056	1155056	I Love You, Man	2009	7.0	216458
tt0075860	75860	Close Encounters of the Third Kind	1977	7.6	216415
tt0096438	96438	Who Framed Roger Rabbit	1988	7.7	216405
tt4513678	4513678	Ghostbusters: Afterlife	2021	7.0	216309
tt0949731	949731	The Happening	2008	5.0	216186
tt0101540	101540	Cape Fear	1991	7.3	216095
tt0337563	337563	13 Going on 30	2004	6.3	216075
tt0974661	974661	17 Again	2009	6.4	215937
tt3011894	3011894	Wild Tales	2014	8.1	215712
tt0353969	353969	Memories of Murder	2003	8.1	215311
tt0090756	90756	Blue Velvet	1986	7.7	215201
tt0388482	388482	Transporter 2	2005	6.3	215006
tt0029583	29583	Snow White and the Seven Dwarfs	1937	7.6	214979
tt1606378	1606378	A Good Day to Die Hard	2013	5.2	214874
tt1046173	1046173	G.I. Joe: The Rise of Cobra	2009	5.7	214860
tt2234155	2234155	The Internship	2013	6.3	214853
tt0158983	158983	South Park: Bigger, Longer & Uncut	1999	7.7	214671
tt2316411	2316411	Enemy	2013	6.9	214408
tt0099810	99810	The Hunt for Red October	1990	7.5	214249
tt1623205	1623205	Oz the Great and Powerful	2013	6.3	214122
tt0080455	80455	The Blues Brothers	1980	7.9	214067
tt0960144	960144	You Don't Mess with the Zohan	2008	5.6	213809
tt0117705	117705	Space Jam	1996	6.5	212972
tt0117998	117998	Twister	1996	6.5	212960
tt1489889	1489889	Central Intelligence	2016	6.3	212487
tt0481369	481369	The Number 23	2007	6.4	212348
tt1284575	1284575	Bad Teacher	2011	5.7	212342
tt2334873	2334873	Blue Jasmine	2013	7.3	212338
tt1078912	1078912	Night at the Museum: Battle of the Smithsonian	2009	6.0	212322
tt1340800	1340800	Tinker Tailor Soldier Spy	2011	7.0	212161
tt0120630	120630	Chicken Run	2000	7.1	211960
tt0489270	489270	Saw III	2006	6.2	211955
tt0870154	870154	Jungle Cruise	2021	6.6	211893
tt0308644	308644	Finding Neverland	2004	7.7	211884
tt0118929	118929	Dark City	1998	7.6	211878
tt0370263	370263	Alien vs. Predator	2004	5.7	211815
tt0050825	50825	Paths of Glory	1957	8.4	211784
tt9620292	9620292	Promising Young Woman	2020	7.5	211071
tt0275847	275847	Lilo & Stitch	2002	7.3	211065
tt1120985	1120985	Blue Valentine	2010	7.3	211002
tt0088846	88846	Brazil	1985	7.9	210932
tt0084602	84602	Rocky III	1982	6.8	210785
tt0172493	172493	Girl, Interrupted	1999	7.3	210674
tt0362270	362270	The Life Aquatic with Steve Zissou	2004	7.2	210649
tt1013743	1013743	Knight and Day	2010	6.3	210105
tt0143145	143145	The World Is Not Enough	1999	6.4	209736
tt5074352	5074352	Dangal	2016	8.3	209724
tt0118571	118571	Air Force One	1997	6.5	209714
tt1700841	1700841	Sausage Party	2016	6.1	209653
tt0318627	318627	Resident Evil: Apocalypse	2004	6.1	209630
tt13833688	13833688	The Whale	2022	7.7	209499
tt0114898	114898	Waterworld	1995	6.3	209439
tt0363988	363988	Secret Window	2004	6.5	209225
tt0120082	120082	Scream 2	1997	6.3	209214
tt0401855	401855	Underworld: Evolution	2006	6.7	208958
tt1815862	1815862	After Earth	2013	4.8	208701
tt0439572	439572	The Flash	2023	6.7	208623
tt2094766	2094766	Assassin's Creed	2016	5.6	208592
tt0371724	371724	The Hitchhiker's Guide to the Galaxy	2005	6.7	208106
tt0102798	102798	Robin Hood: Prince of Thieves	1991	6.9	207974
tt1111422	1111422	The Taking of Pelham 123	2009	6.4	207659
tt3532216	3532216	American Made	2017	7.1	207552
tt0477080	477080	Unstoppable	2010	6.8	207519
tt0829150	829150	Dracula Untold	2014	6.2	207290
tt4779682	4779682	The Meg	2018	5.7	207007
tt0130827	130827	Run Lola Run	1998	7.7	206696
tt0993842	993842	Hanna	2011	6.7	206660
tt11083552	11083552	Wrath of Man	2021	7.1	206506
tt1458175	1458175	The Next Three Days	2010	7.3	206360
tt0986264	986264	Like Stars on Earth	2007	8.3	206261
tt6499752	6499752	Upgrade	2018	7.5	206247
tt0074285	74285	Carrie	1976	7.4	206166
tt0106856	106856	Falling Down	1993	7.6	206161
tt2406566	2406566	Atomic Blonde	2017	6.7	206106
tt0094012	94012	Spaceballs	1987	7.1	206028
tt0418763	418763	Jarhead	2005	7.0	205976
tt1723811	1723811	Shame	2011	7.2	205945
tt2345759	2345759	The Mummy	2017	5.4	205820
tt0366551	366551	Harold & Kumar Go to White Castle	2004	7.0	205727
tt3741700	3741700	Godzilla: King of the Monsters	2019	6.0	205513
tt0432021	432021	Resident Evil: Extinction	2007	6.2	205174
tt1155076	1155076	The Karate Kid	2010	6.2	204896
tt0139134	139134	Cruel Intentions	1999	6.8	204731
tt0111282	111282	Stargate	1994	7.0	204655
tt1606389	1606389	The Vow	2012	6.8	204651
tt0094625	94625	Akira	1988	8.0	204630
tt0120347	120347	Tomorrow Never Dies	1997	6.5	204433
tt6565702	6565702	Dark Phoenix	2019	5.7	204332
tt0056869	56869	The Birds	1963	7.6	204115
tt0985694	985694	Machete	2010	6.6	203890
tt0375063	375063	Sideways	2004	7.5	203882
tt2446042	2446042	Taken 3	2014	6.0	203771
tt8041270	8041270	Jurassic World Dominion	2022	5.6	203599
tt0120685	120685	Godzilla	1998	5.4	203091
tt0268126	268126	Adaptation.	2002	7.7	202741
tt0814255	814255	Percy Jackson & the Olympians: The Lightning Thief	2010	5.9	202685
tt0114148	114148	Pocahontas	1995	6.7	202544
tt1655441	1655441	The Age of Adaline	2015	7.2	202389
tt0058150	58150	Goldfinger	1964	7.7	202212
tt0109506	109506	The Crow	1994	7.5	202192
tt3569230	3569230	Legend	2015	6.9	201910
tt1560220	1560220	Zombieland: Double Tap	2019	6.7	201905
tt1213641	1213641	First Man	2018	7.3	201854
tt0086960	86960	Beverly Hills Cop	1984	7.4	201851
tt1469304	1469304	Baywatch	2017	5.5	201703
tt0241303	241303	Chocolat	2000	7.2	201674
tt0102685	102685	Point Break	1991	7.3	201577
tt5519340	5519340	Bright	2017	6.3	201381
tt0091064	91064	The Fly	1986	7.6	201357
tt0183790	183790	A Knight's Tale	2001	7.0	201260
tt2873282	2873282	Red Sparrow	2018	6.6	201151
tt1872194	1872194	The Judge	2014	7.4	201135
tt2338151	2338151	PK	2014	8.1	200912
tt17351924	17351924	Saltburn	2023	7.0	200007
tt0116209	116209	The English Patient	1996	7.4	199939
tt3416742	3416742	What We Do in the Shadows	2014	7.6	199754
tt0756683	756683	The Man from Earth	2007	7.8	199734
tt0366548	366548	Happy Feet	2006	6.4	199627
tt0120863	120863	The Thin Red Line	1998	7.6	199223
tt0415306	415306	Talladega Nights: The Ballad of Ricky Bobby	2006	6.6	199200
tt3631112	3631112	The Girl on the Train	2016	6.5	199059
tt0810819	810819	The Danish Girl	2015	7.1	198994
tt1255953	1255953	Incendies	2010	8.3	198988
tt0106677	106677	Dazed and Confused	1993	7.6	198834
tt0307453	307453	Shark Tale	2004	6.0	198462
tt0061852	61852	The Jungle Book	1967	7.6	198242
tt2557490	2557490	A Million Ways to Die in the West	2014	6.1	198230
tt0050976	50976	The Seventh Seal	1957	8.1	198026
tt0352248	352248	Cinderella Man	2005	8.0	197993
tt0128445	128445	Rushmore	1998	7.6	197673
tt1277953	1277953	Madagascar 3: Europe's Most Wanted	2012	6.8	197482
tt0120746	120746	The Mask of Zorro	1998	6.8	197364
tt0112851	112851	Desperado	1995	7.1	197289
tt0142688	142688	The Ninth Gate	1999	6.7	197125
tt2053463	2053463	Side Effects	2013	7.1	196983
tt1288558	1288558	Evil Dead	2013	6.5	196877
tt0119081	119081	Event Horizon	1997	6.6	196729
tt1462764	1462764	Indiana Jones and the Dial of Destiny	2023	6.5	196672
tt0385752	385752	The Golden Compass	2007	6.1	196644
tt3766354	3766354	The Equalizer 2	2018	6.7	196638
tt2239822	2239822	Valerian and the City of a Thousand Planets	2017	6.4	196503
tt0053604	53604	The Apartment	1960	8.3	196276
tt1038988	1038988	REC	2007	7.4	196133
tt0244244	244244	Swordfish	2001	6.5	196044
tt0160127	160127	Charlie's Angels	2000	5.6	195996
tt8106534	8106534	6 Underground	2019	6.1	195993
tt2333784	2333784	The Expendables 3	2014	6.1	195813
tt0455590	455590	The Last King of Scotland	2006	7.6	195786
tt0113247	113247	La haine	1995	8.1	195705
tt0021749	21749	City Lights	1931	8.5	195670
tt1527186	1527186	Melancholia	2011	7.1	195468
tt1646987	1646987	Wrath of the Titans	2012	5.7	195373
tt1488555	1488555	The Change-Up	2011	6.3	195261
tt0375912	375912	Layer Cake	2004	7.3	195178
tt1059786	1059786	Eagle Eye	2008	6.6	195038
tt0122690	122690	Ronin	1998	7.2	194719
tt0398165	398165	The Longest Yard	2005	6.4	194674
tt1617661	1617661	Jupiter Ascending	2015	5.3	194334
tt10288566	10288566	Another Round	2020	7.7	194141
tt0266308	266308	Battle Royale	2000	7.5	194108
tt1596350	1596350	This Means War	2012	6.3	194090
tt0106308	106308	Army of Darkness	1992	7.4	194030
tt4520988	4520988	Frozen II	2019	6.8	193954
tt2066051	2066051	Rocketman	2019	7.3	193901
tt10293406	10293406	The Power of the Dog	2021	6.8	193270
tt12801262	12801262	Luca	2021	7.4	193184
tt1465522	1465522	Tucker and Dale vs Evil	2010	7.5	193154
tt0082694	82694	Mad Max 2: The Road Warrior	1981	7.6	193109
tt12747748	12747748	Leave the World Behind	2023	6.5	192994
tt1070874	1070874	The Trial of the Chicago 7	2020	7.7	192896
tt0106697	106697	Demolition Man	1993	6.7	192823
tt0272152	272152	K-PAX	2001	7.4	192796
tt6450804	6450804	Terminator: Dark Fate	2019	6.2	192705
tt7144666	7144666	The Black Phone	2021	6.9	192666
tt0096754	96754	The Abyss	1989	7.5	192570
tt0063442	63442	Planet of the Apes	1968	8.0	192546
tt0443680	443680	The Assassination of Jesse James by the Coward Robert Ford	2007	7.5	192541
tt1596365	1596365	The Woman in Black	2012	6.4	192386
tt1446192	1446192	Rise of the Guardians	2012	7.2	192228
tt4857264	4857264	The Invisible Guest	2016	8.0	192087
tt1229340	1229340	Anchorman 2: The Legend Continues	2013	6.3	192087
tt1355683	1355683	Black Mass	2015	6.9	192085
tt10272386	10272386	The Father	2020	8.2	191811
tt0054698	54698	Breakfast at Tiffany's	1961	7.6	191776
tt0448694	448694	Puss in Boots	2011	6.6	191717
tt0276751	276751	About a Boy	2002	7.1	191489
tt1964418	1964418	Tomorrowland	2015	6.4	191086
tt0462322	462322	Grindhouse	2007	7.5	191004
tt2023587	2023587	Mama	2013	6.2	190879
tt0450278	450278	Hostel	2005	5.9	190660
tt3470600	3470600	Sing	2016	7.1	190641
tt0108160	108160	Sleepless in Seattle	1993	6.8	190475
tt5104604	5104604	Isle of Dogs	2018	7.8	190375
tt1661199	1661199	Cinderella	2015	6.9	190302
tt0120647	120647	Deep Impact	1998	6.2	190003
tt0293429	293429	Mortal Kombat	2021	6.0	189604
tt3104988	3104988	Crazy Rich Asians	2018	6.9	189559
tt0146882	146882	High Fidelity	2000	7.4	189447
tt3062096	3062096	Inferno	2016	6.2	189401
tt0327084	327084	Over the Hedge	2006	6.7	189111
tt0389722	389722	30 Days of Night	2007	6.6	189043
tt0200465	200465	The Bank Job	2008	7.2	188986
tt4729430	4729430	Klaus	2019	8.2	188919
tt1935179	1935179	Mud	2012	7.4	188518
tt1628841	1628841	Independence Day: Resurgence	2016	5.2	188476
tt2226417	2226417	Insidious: Chapter 2	2013	6.5	188446
tt0097733	97733	Lethal Weapon 2	1989	7.3	188426
tt0918940	918940	The Legend of Tarzan	2016	6.2	188410
tt0046912	46912	Dial M for Murder	1954	8.2	188402
tt0061512	61512	Cool Hand Luke	1967	8.1	188184
tt0359013	359013	Blade: Trinity	2004	5.8	187987
tt7657566	7657566	Death on the Nile	2022	6.3	187853
tt4701182	4701182	Bumblebee	2018	6.7	187823
tt1935859	1935859	Miss Peregrine's Home for Peculiar Children	2016	6.7	187775
tt1033643	1033643	What Happens in Vegas	2008	6.1	187604
tt0299977	299977	Hero	2002	7.9	187471
tt0993840	993840	Army of the Dead	2021	5.8	187269
tt2267968	2267968	Kung Fu Panda 3	2016	7.1	187196
tt0104691	104691	The Last of the Mohicans	1992	7.7	187181
tt0078346	78346	Superman	1978	7.4	187171
tt1583421	1583421	G.I. Joe: Retaliation	2013	5.7	187166
tt4209788	4209788	Molly's Game	2017	7.4	186951
tt0107207	107207	In the Name of the Father	1993	8.1	186700
tt0978762	978762	Mary and Max	2009	8.1	186526
tt5715874	5715874	The Killing of a Sacred Deer	2017	7.0	186367
tt0295701	295701	xXx	2002	5.8	186280
tt0138704	138704	Pi	1998	7.3	186247
tt1231587	1231587	Hot Tub Time Machine	2010	6.4	186122
tt1560747	1560747	The Master	2012	7.1	185895
tt0058331	58331	Mary Poppins	1964	7.8	185709
tt1226229	1226229	Get Him to the Greek	2010	6.3	185448
tt0017136	17136	Metropolis	1927	8.3	185135
tt1217613	1217613	Battle Los Angeles	2011	5.7	185009
tt2170439	2170439	Horrible Bosses 2	2014	6.3	184530
tt0145681	145681	The Bone Collector	1999	6.7	184514
tt0307901	307901	25th Hour	2002	7.6	184508
tt2231461	2231461	Rampage	2018	6.1	184395
tt0095705	95705	The Naked Gun: From the Files of Police Squad!	1988	7.6	184272
tt0478304	478304	The Tree of Life	2011	6.8	183885
tt0109707	109707	Ed Wood	1994	7.8	183770
tt0311429	311429	The League of Extraordinary Gentlemen	2003	5.8	183717
tt7556122	7556122	The Old Guard	2020	6.7	183154
tt0072271	72271	The Texas Chain Saw Massacre	1974	7.4	183039
tt0454841	454841	The Hills Have Eyes	2006	6.4	182902
tt9770150	9770150	Nomadland	2020	7.3	182851
tt0293564	293564	Rush Hour 3	2007	6.2	182827
tt0072684	72684	Barry Lyndon	1975	8.1	182640
tt0110322	110322	Legends of the Fall	1994	7.5	182447
tt1809398	1809398	Unbroken	2014	7.2	182343
tt5848272	5848272	Ralph Breaks the Internet	2018	7.0	182223
tt5884052	5884052	Pokémon: Detective Pikachu	2019	6.5	182190
tt1007028	1007028	Zack and Miri Make a Porno	2008	6.5	182136
tt0089880	89880	Rambo: First Blood Part II	1985	6.5	182079
tt0087544	87544	Nausicaä of the Valley of the Wind	1984	8.0	182050
tt1001508	1001508	He's Just Not That Into You	2009	6.4	182014
tt0100403	100403	Predator 2	1990	6.3	181997
tt9484998	9484998	Palm Springs	2020	7.4	181920
tt0055254	55254	One Hundred and One Dalmatians	1961	7.3	181838
tt0092067	92067	Castle in the Sky	1986	8.0	181789
tt1860357	1860357	Deepwater Horizon	2016	7.1	181687
tt0092991	92991	Evil Dead II	1987	7.7	181547
tt0041959	41959	The Third Man	1949	8.1	181537
tt0309593	309593	Final Destination 2	2003	6.2	181519
tt0387808	387808	Idiocracy	2006	6.5	181376
tt7798634	7798634	Ready or Not	2019	6.9	181364
tt4244994	4244994	The Last Duel	2021	7.4	181287
tt0117913	117913	A Time to Kill	1996	7.5	181192
tt2404463	2404463	The Heat	2013	6.6	180990
tt1136617	1136617	The Killer	2023	6.7	180620
tt1821694	1821694	RED 2	2013	6.6	180413
tt0120188	120188	Three Kings	1999	7.1	180252
tt0986263	986263	Surrogates	2009	6.3	180117
tt0042876	42876	Rashomon	1950	8.2	179995
tt0140352	140352	The Insider	1999	7.8	179948
tt10888594	10888594	Radhe	2021	1.9	179869
tt1013753	1013753	Milk	2008	7.5	179685
tt0380510	380510	The Lovely Bones	2009	6.6	179639
tt7668870	7668870	Searching	2018	7.6	179611
tt0101272	101272	The Addams Family	1991	6.9	179563
tt0389790	389790	Bee Movie	2007	6.1	179346
tt0084516	84516	Poltergeist	1982	7.3	179165
tt0055928	55928	Dr. No	1962	7.2	179122
tt1528100	1528100	Exodus: Gods and Kings	2014	6.0	178936
tt1220634	1220634	Resident Evil: Afterlife	2010	5.8	178928
tt15791034	15791034	Barbarian	2022	7.0	178803
tt4776998	4776998	The Promise	2016	6.1	178491
tt0120744	120744	The Man in the Iron Mask	1998	6.5	178480
tt0372588	372588	Team America: World Police	2004	7.2	178347
tt0970416	970416	The Day the Earth Stood Still	2008	5.5	178314
tt2369135	2369135	Need for Speed	2014	6.4	178285
tt2080374	2080374	Steve Jobs	2015	7.2	178239
tt0104714	104714	Lethal Weapon 3	1992	6.7	178239
tt0087182	87182	Dune	1984	6.3	178024
tt2543472	2543472	Wonder	2017	7.9	177970
tt0215129	215129	Road Trip	2000	6.5	177942
tt0120484	120484	The Waterboy	1998	6.1	177923
tt10028196	10028196	Laal Singh Chaddha	2022	5.6	177919
tt0115798	115798	The Cable Guy	1996	6.1	177761
tt0177789	177789	Galaxy Quest	1999	7.4	177690
tt1411250	1411250	Riddick	2013	6.4	177684
tt0177971	177971	The Perfect Storm	2000	6.5	177639
tt0465494	465494	Hitman	2007	6.2	177543
tt0445934	445934	Blades of Glory	2007	6.3	177486
tt0272338	272338	Punch-Drunk Love	2002	7.3	176957
tt7322224	7322224	Triangle of Sadness	2022	7.3	176618
tt1129442	1129442	Transporter 3	2008	6.1	176598
tt4276820	4276820	The Founder	2016	7.2	176488
tt0346491	346491	Alexander	2004	5.6	176483
tt1502712	1502712	Fantastic Four	2015	4.3	176296
tt1253864	1253864	Immortals	2011	6.0	176215
tt0349683	349683	King Arthur	2004	6.3	175894
tt0892782	892782	Monsters vs. Aliens	2009	6.4	175729
tt9639470	9639470	Last Night in Soho	2021	7.0	175723
tt0454945	454945	She's the Man	2006	6.4	175338
tt3393786	3393786	Jack Reacher: Never Go Back	2016	6.1	174942
tt3322940	3322940	Annabelle	2014	5.4	174863
tt0040522	40522	Bicycle Thieves	1948	8.3	174777
tt0257106	257106	Scary Movie 2	2001	5.3	174734
tt1502397	1502397	Bad Boys for Life	2020	6.5	174681
tt0988595	988595	27 Dresses	2008	6.1	174680
tt0938283	938283	The Last Airbender	2010	4.0	174551
tt0088944	88944	Commando	1985	6.7	174469
tt0117008	117008	Matilda	1996	7.0	174082
tt0442933	442933	Beowulf	2007	6.3	174003
tt0274166	274166	Johnny English	2003	6.2	173882
tt0465538	465538	Michael Clayton	2007	7.2	173872
tt3915174	3915174	Puss in Boots: The Last Wish	2022	7.8	173627
tt0042332	42332	Cinderella	1950	7.3	173585
tt0832266	832266	Definitely, Maybe	2008	7.1	173075
tt0398808	398808	Bridge to Terabithia	2007	7.2	172832
tt6856242	6856242	The King's Man	2021	6.3	172749
tt0103074	103074	Thelma & Louise	1991	7.6	172378
tt0122151	122151	Lethal Weapon 4	1998	6.6	172001
tt4116284	4116284	The Lego Batman Movie	2017	7.3	172000
tt1279935	1279935	Date Night	2010	6.3	171973
tt4016934	4016934	The Handmaiden	2016	8.1	171813
tt2209418	2209418	Before Midnight	2013	7.9	171801
tt4178092	4178092	The Gift	2015	7.0	171666
tt0408790	408790	Flightplan	2005	6.3	171566
tt0393162	393162	Coach Carter	2005	7.3	171340
tt0116583	116583	The Hunchback of Notre Dame	1996	7.0	171303
tt0472399	472399	The Mechanic	2011	6.5	171303
tt5109280	5109280	Raya and the Last Dragon	2021	7.3	171208
tt1262416	1262416	Scream 4	2011	6.2	170796
tt13560574	13560574	X	2022	6.5	170764
tt1335975	1335975	47 Ronin	2013	6.2	170736
tt1139328	1139328	The Ghost Writer	2010	7.2	170664
tt0105793	105793	Wayne's World	1992	7.0	170478
tt0859163	859163	The Mummy: Tomb of the Dragon Emperor	2008	5.2	170388
tt0330793	330793	The Punisher	2004	6.4	170343
tt0458481	458481	Sin City: A Dame to Kill For	2014	6.5	170235
tt0074958	74958	Network	1976	8.1	170223
tt2848292	2848292	Pitch Perfect 2	2015	6.4	170120
tt5814060	5814060	The Nun	2018	5.3	169931
tt2140373	2140373	Saving Mr. Banks	2013	7.5	169863
tt0498380	498380	Letters from Iwo Jima	2006	7.8	169847
tt0963966	963966	The Sorcerer's Apprentice	2010	6.1	169801
tt4123432	4123432	Fantastic Beasts: The Secrets of Dumbledore	2022	6.2	169644
tt0102138	102138	JFK	1991	8.0	169636
tt0285823	285823	Once Upon a Time in Mexico	2003	6.3	169541
tt6155172	6155172	Roma	2018	7.7	169518
tt7146812	7146812	Onward	2020	7.4	169400
tt3640424	3640424	Allied	2016	7.1	169326
tt3300542	3300542	London Has Fallen	2016	5.9	169300
tt2191701	2191701	Grown Ups 2	2013	5.4	168942
tt0159097	159097	The Virgin Suicides	1999	7.2	168771
tt1502407	1502407	Halloween	2018	6.5	168744
tt0072431	72431	Young Frankenstein	1974	8.0	168631
tt1091722	1091722	Adventureland	2009	6.8	168524
tt0085334	85334	A Christmas Story	1983	7.9	168520
tt3371366	3371366	Transformers: The Last Knight	2017	5.2	168344
tt1462758	1462758	Buried	2010	7.0	168292
tt1618434	1618434	Murder Mystery	2019	6.0	168166
tt0022100	22100	M	1931	8.3	168129
tt0066999	66999	Dirty Harry	1971	7.7	167965
tt0424136	424136	Hard Candy	2005	7.0	167905
tt1057500	1057500	Invictus	2009	7.3	167695
tt6412452	6412452	The Ballad of Buster Scruggs	2018	7.2	167690
tt0834001	834001	Underworld: Rise of the Lycans	2009	6.5	167610
tt0822832	822832	Marley & Me	2008	7.0	167566
tt1242460	1242460	We Need to Talk About Kevin	2011	7.5	167415
tt0093894	93894	The Running Man	1987	6.6	167272
tt8079248	8079248	Yesterday	2019	6.8	167207
tt0036775	36775	Double Indemnity	1944	8.3	167124
tt0120891	120891	Wild Wild West	1999	4.9	167113
tt1563738	1563738	One Day	2011	7.0	166991
tt0266987	266987	Spy Game	2001	7.1	166804
tt8178634	8178634	RRR	2022	7.8	166788
tt1980929	1980929	Begin Again	2013	7.4	166648
tt0073629	73629	The Rocky Horror Picture Show	1975	7.4	166561
tt10640346	10640346	Babylon	2022	7.1	166387
tt0118694	118694	In the Mood for Love	2000	8.1	166387
tt0033870	33870	The Maltese Falcon	1941	8.0	166352
tt5052474	5052474	Sicario: Day of the Soldado	2018	7.1	166331
tt16419074	16419074	Air	2023	7.4	166236
tt0780521	780521	The Princess and the Frog	2009	7.1	166178
tt0435705	435705	Next	2007	6.2	166128
tt0980970	980970	The Chronicles of Narnia: The Voyage of the Dawn Treader	2010	6.3	166087
tt0097523	97523	Honey, I Shrunk the Kids	1989	6.4	165976
tt0109831	109831	Four Weddings and a Funeral	1994	7.1	165726
tt0108358	108358	Tombstone	1993	7.8	165697
tt1189073	1189073	The Skin I Live In	2011	7.6	165455
tt1568911	1568911	War Horse	2011	7.2	165393
tt0086465	86465	Trading Places	1983	7.5	165383
tt0094291	94291	Wall Street	1987	7.3	164905
tt7740496	7740496	Nightmare Alley	2021	7.0	164853
tt0097814	97814	Kiki's Delivery Service	1989	7.8	164799
tt0990407	990407	The Green Hornet	2011	5.8	164564
tt0890870	890870	Saw IV	2007	5.9	164492
tt0047296	47296	On the Waterfront	1954	8.1	164443
tt6628394	6628394	Bad Times at the El Royale	2018	7.1	164277
tt10366460	10366460	CODA	2021	8.0	164183
tt1267297	1267297	Hercules	2014	6.0	164146
tt0120681	120681	From Hell	2001	6.7	163996
tt3521126	3521126	The Disaster Artist	2017	7.3	163973
tt0120587	120587	Antz	1998	6.5	163833
tt0134084	134084	Scream 3	2000	5.6	163683
tt0464141	464141	The Orphanage	2007	7.4	163425
tt0107362	107362	Last Action Hero	1993	6.5	163399
tt2042568	2042568	Inside Llewyn Davis	2013	7.4	163158
tt0247638	247638	The Princess Diaries	2001	6.4	163070
tt0876563	876563	Ponyo	2008	7.6	162808
tt2278871	2278871	Blue Is the Warmest Colour	2013	7.7	162759
tt3774114	3774114	Snowden	2016	7.3	162674
tt0381707	381707	White Chicks	2004	5.8	162611
tt5308322	5308322	Happy Death Day	2017	6.6	162207
tt0099938	99938	Kindergarten Cop	1990	6.2	162203
tt0082198	82198	Conan the Barbarian	1982	6.9	162178
tt7040874	7040874	A Simple Favor	2018	6.8	162162
tt6266538	6266538	Vice	2018	7.2	162071
tt0120888	120888	The Wedding Singer	1998	6.9	162016
tt2975578	2975578	The Purge: Anarchy	2014	6.4	162004
tt4500922	4500922	Maze Runner: The Death Cure	2018	6.3	161899
tt5439796	5439796	Logan Lucky	2017	7.0	161870
tt1600196	1600196	The Drop	2014	7.0	161860
tt6294822	6294822	The Post	2017	7.2	161805
tt5433138	5433138	F9: The Fast Saga	2021	5.2	161633
tt0358082	358082	Robots	2005	6.4	161583
tt0385002	385002	Green Street Hooligans	2005	7.4	161558
tt1611224	1611224	Abraham Lincoln: Vampire Hunter	2012	5.9	161491
tt0122933	122933	Analyze This	1999	6.7	161472
tt0340855	340855	Monster	2003	7.3	161448
tt1714206	1714206	The Spectacular Now	2013	7.0	161164
tt1496025	1496025	Underworld: Awakening	2012	6.3	160998
tt0261392	261392	Jay and Silent Bob Strike Back	2001	6.8	160885
tt0093437	93437	The Lost Boys	1987	7.2	160709
